name,author,narrator,duration_minutes,release_date,language,star_rating,num_ratings,price_inr
Marvel - Tillbaka till urtiden,Marvel,BenjaminHagberg,7,2022-02-08,Swedish,,,32.0
Thor - Begynnelsen - Fin Fang Fooms uppgång och fall!,"Marvel,Camilla Dunér",BenjaminHagberg,14,2022-02-08,Swedish,,,32.0
Black Panther - Kampen om Wakanda,"Marvel,Cato Vandrare",BenjaminHagberg,61,2022-02-08,Swedish,,,65.0
Ali Baba and the Forty Thieves,BKFKStudio,GrantSwanby,16,2022-02-08,English,,,116.0
La fée Fifolette a cassé sa baguette,Mimi Zagarriga,VanessaParachou,4,2022-02-09,French,,,149.0
Le gros chagrin d'Edgar,Xavier Gorce,PatriceBaudrier,6,2022-02-09,French,,,187.0
Qui a volé le diamant de Big Jack ?,Olivier Dupin,GuyChapellier,7,2022-02-09,French,,,187.0
La fée Fifolette déclenche des tempêtes,Mimi Zagarriga,VanessaParachou,3,2022-02-09,French,,,149.0
Le petit chevalier courageux,Claude Prothée,PatriceBaudrier,6,2022-02-09,French,,,187.0
La banda della zuppa di piselli,Rieke Patwardhan,MarcoQuaglia,168,2022-02-10,Italian,,,305.0
Princesse Sarah,Frances Burnett,EmmanuelleLemée,91,2022-02-08,French,,,225.0
Le voleur d'Edith,Frances Burnett,EmmanuelleLemée,36,2022-02-08,French,,,225.0
Veinte mil leguas de viaje submarino,Julio Verne,CarlosCuevas,931,2022-02-04,Spanish,,,959.0
Historias de miedo,"Mattel,Raquel Luque Benítez-traductor",GermánGijón,10,2022-02-08,Spanish,,,76.0
Misterio en las vías,"Mattel,Raquel Luque Benítez-traductor",GermánGijón,20,2022-02-08,Spanish,,,115.0
Sofabanditen oder Die verrückte Befreiung der Hühner,Judith Kleinschmidt,ConstanzeWeinig,144,2022-02-08,German,,,367.0
En el infierno,"Vegetta777,Willyrex",ÁlexdePorrata,225,2022-02-07,Spanish,,,192.0
PJ Masks: Carrera en la Montaña Misteriosa,"e One,Nicolás Olucha Sánchez-traductor",KevinCalderón,12,2022-02-03,Spanish,,,38.0
DC Jones and Adventure Command International 2,Jim Beard,JohnnyHeller,310,2022-02-09,English,,,469.0
Robatori a la platja,"Mattel,Marta Cisa Muñoz-traductor",MiriamMonlleo,27,2022-02-02,Catalan,,,115.0
Barbie - Dreamtopia,"Mattel,Marta Cisa Muñoz-traductor",MiriamMonlleo,21,2022-01-31,Catalan,,,38.0
Barbie - Els superpoders de princesa,"Mattel,Marta Cisa Muñoz-traductor",MiriamMonlleo,25,2022-02-02,Catalan,,,115.0
Barbie - Pop per a princeses,"Mattel,Marta Cisa Muñoz-traductor",MiriamMonlleo,32,2022-02-02,Catalan,,,115.0
Limamerirosvojen jäljillä,Veera Vähämaa,Ari-MattiHedman,134,2022-01-27,Finnish,,,166.0
Barbie - Buscant les gossetes,"Mattel,Marta Cisa Muñoz-traductor",MiriamMonlleo,34,2022-02-02,Catalan,,,115.0
Barbie - La porta secreta,"Mattel,Marta Cisa Muñoz-traductor",MiriamMonlleo,11,2022-02-02,Catalan,,,76.0
Die Hamsterdam-Verschwörung,Ralph Bennewitz,LarsderVorleser,475,2022-02-01,German,,,166.0
Els Barrufets - Històries dels barrufets,"Peyo,Daniel Cortés Coronas-traductor",JordiCoromina,149,2022-02-07,Catalan,,,192.0
La maison qui ne dormait jamais,Olivier Cohen,PaulineDeshons,33,2022-02-03,French,,,452.0
Els Barrufets - Històries de 3 minuts,"Peyo,Daniel Cortés Coronas-traductor",JordiCoromina,36,2022-02-07,Catalan,,,38.0
Wolvenhart,Ina De Man,LaetitiaVandueren,365,2022-02-03,Dutch,,,233.0
Circus Maximus Rivals on the Track,Annelise Gray,BronwenPrice,447,2022-02-03,English,,,645.0
PJ Masks - Cursa cap a la Muntanya Misteriosa,"e One,Ana C.Alcaina Perez-traductor",RogerSerradell,10,2022-02-07,Catalan,,,38.0
Super Pigiamini - Pronti all'azione!,"e One,Raffaella Casati",StefanPopa,11,2022-02-03,Italian,,,36.0
PJ Masks - En Gatnoi i el gran rescat del pastís d’aniversari,"e One,Ana C.Alcaina Perez-traductor",RogerSerradell,6,2022-02-07,Catalan,,,38.0
Anatole Latuile fait son cinéma,"Anne Didier,Olivier Muller",GabrielLedoz,17,2022-02-03,French,,,265.0
The Midnight Thief,Sylvia Bishop,AnnabelleIndge,247,2022-02-01,English,,,653.0
Suche nach der verborgenen Quelle,"Chen Jiatong,Ulrike Köbele-Übersetzer",Michael-CheKoch,405,2022-02-09,German,,,367.0
El misterio del coleccionista de tazos,Luisa Villar Liébana,EstelaBenita,25,2022-02-04,Spanish,,,38.0
Los Pitufos - Historias de Pitufos,"Peyo,Raquel Luque Benitez-traductor",JuanCarlosAlbarracín,145,2022-02-07,Spanish,,,192.0
Dando la nota,Jordi Sierrai Fabra,FernandoCea,162,2022-02-01,Spanish,,,192.0
Los Pitufos - Historias de 3 minutos,"Peyo,Raquel Luque Benitez-traductor",JuanCarlosAlbarracín,34,2022-02-07,Spanish,,,38.0
"Vacaciones, no gracias",Jordi Sierrai Fabra,AnetaFernández,169,2022-02-01,Spanish,,,192.0
A Baker's Guide to Robber Pie,Caitlin Sangster,SandyRustin,536,2022-02-08,English,,,820.0
The Counterclockwise Heart,Brian Farrey,KirbyHeyborne,508,2022-02-01,English,,,515.0
Knight Sir Louis and the Dragon of Doooooom!,The Brothers Mc Leod,MylesMcLeod,178,2022-02-03,English,,,227.0
Ferien auf Saltkrokan - Pelle findet einen Wunschstein,"Astrid Lindgren,Thyra Dohrenburg-Übersetzer",UrsulaIllert,22,2022-02-08,German,,,233.0
Bob el Constructor - Perros y gatos,"Mattel,Nicolás Olucha Sánchez",RogerBerríoReyes,7,2022-02-01,Spanish,,,38.0
The Secret of Haven Point,Lisette Auton,LisetteAuton,496,2022-02-03,English,,,410.0
The Mouse Watch in Space,J.J.Gilbert,MacLeodAndrews,266,2022-02-01,English,,,351.0
Freewater,Amina Luqman-Dawson,"CaryHite,SisiAishaJohnson",581,2022-02-01,English,,,500.0
The Book of Stolen Time,Dashka Slater,KevinR.Free,578,2022-02-15,English,,,820.0
The Experiment,Katherine Applegate,AdamVerner,153,2022-02-01,English,,,445.0
The Exposed,Katherine Applegate,EmilyEllet,176,2022-02-01,English,,,445.0
Big Sky Mountain: The Forest Wolves,Alex Milway,PenelopeRawlines,112,2022-02-03,English,,,569.0
The Golem's Eye,Jonathan Stroud,StevenPacey,576,2007-06-01,English,5.0,7.0,683.0
The Count of Monte Cristo,"Bina Ofek-translator,Alexandre Dumas",JonathanKis-Lev,164,2011-04-08,Hebrew,,,333.0
Howl of the Wind Dragon,Tracey West,EmilyEllet,47,2021-11-02,English,,,258.0
Pony,R.J.Palacio,"IanM.Hawkins,R.J.Palacio",433,2021-09-28,English,,,615.0
World Champions!,James Patterson,AndreaEmmes,277,2021-08-05,English,,,410.0
Minecraft: Mob Squad,Delilah S.Dawson,"JessicaAlmasy,KeylorLeigh,BarrettLeddy,",539,2021-09-28,English,,,1005.0
The Threat,Katherine Applegate,MacLeodAndrews,172,2021-11-02,English,,,445.0
The Tiger's Nest,Trudi Trueit,RamonDeOcampo,377,2021-08-24,English,,,703.0
The Beekeeper Mystery,Gertrude Chandler Warner,AimeeLilly,103,2021-10-01,English,,,234.0
The Shattered Castle,Jennifer A.Nielsen,CharlieMcWade,594,2021-10-19,English,,,445.0
Peanut Jones and the Illustrated City: from the creator of Draw with Rob,Rob Biddulph,ClaireSkinner,341,2021-09-02,English,,,323.0
Sparrow Rising,Jessica Khoury,"MichaelGallagher,EmilyEiden",491,2021-08-03,English,,,586.0
Shadowghast,Thomas Taylor,MathewHorne,396,2021-10-14,English,,,569.0
The Beatryce Prophecy,Kate Di Camillo,FintyWilliams,259,2021-09-28,English,,,1005.0
Brother Wulf,Joseph Delaney,ThomasJudd,377,2021-08-19,English,,,615.0
Rise of the World Eater,Jamie Littler,JoshuaMcGuire,592,2021-09-30,English,,,615.0
The Unadoptables,Hana Tooke,GemmaWhelan,567,2020-07-23,English,,,615.0
Barbie - Equip d'espies,"Mattel,Marta Cisa Muñoz-traductor",MiriamMonlleo,19,2022-01-31,Catalan,,,38.0
The Mapmakers,Tamzin Merchant,TamzinMerchant,492,2022-02-17,English,,,410.0
The Professor and the Puzzle,Carolyn Keene,JorjeanaMarie,221,2017-09-01,English,5.0,7.0,305.0
The Paper Dolls,"Julia Donaldson,Rebecca Cobb",LaurenLaverne,11,2013-10-22,English,,,323.0
"The 39 Clues, Book 5",Patrick Carman,DavidPittu,240,2009-08-11,English,5.0,8.0,468.0
Scorpia,Anthony Horowitz,OliverChris,506,2020-01-30,English,4.5,2.0,645.0
A Con Artist in Paris,Franklin W.Dixon,TimGregory,180,2017-09-05,English,4.5,4.0,305.0
Tunnel of Bones,Victoria Schwab,RebaBuhr,305,2019-09-03,English,4.5,8.0,492.0
The 13-Storey Treehouse,Andy Griffiths,StigWemyss,96,2017-05-10,English,,,323.0
"The 39 Clues, Book 9",Linda Sue Park,DavidPittu,285,2010-05-24,English,5.0,7.0,469.0
Kid Normal and the Rogue Heroes,"Chris Smith,Greg James","ChrisSmith,GregJames",378,2018-12-06,English,5.0,5.0,569.0
Shine of the Silver Dragon,Tracey West,EmilyEllet,46,2020-07-07,English,,,164.0
Treasure of the Gold Dragon,Tracey West,EmilyEllet,45,2020-08-04,English,,,164.0
The Jungle Book,Rudyard Kipling,GreatAmericanAudioStudioTalent,211,2008-09-02,English,,,501.0
"The 1,000-Year-Old Boy",Ross Welford,"ChrisCoxon,LukeJohnson",444,2018-01-11,English,4.5,11.0,322.0
Strangers on a Train,Carolyn Keene,JorjeanaMarie,199,2014-12-28,English,4.5,17.0,305.0
Darkstalker,Tui T.Sutherland,ShannonMcManus,590,2016-07-01,English,5.0,11.0,656.0
Peter Rabbit 2,Puffin,EmiliaFox,208,2020-01-23,English,,,615.0
Dinosaurs Before Dark,Mary Pope Osborne,MaryPopeOsborne,41,2006-08-22,English,,,301.0
The Outcast,Kathryn Lasky,PamelaGarelick,291,2009-02-20,English,,,468.0
Wave of the Sea Dragon,Tracey West,EmilyEllet,47,2021-07-20,English,,,164.0
Escape from Aurora,Jamie Littler,JoshuaMcGuire,537,2020-10-01,English,,,615.0
The Monkey King,Shobha Viswanath,SaeedJaffrey,27,2020-03-06,English,5.0,4.0,284.0
Getting Granny’s Glasses,Ruskin Bond,RuskinBond,19,2019-11-29,English,4.0,4.0,200.0
Where the Red Fern Grows,Wilson Rawls,AnthonyHeald,416,2003-10-24,English,4.5,7.0,1005.0
"The 39 Clues, Book 10",Margaret Peterson Haddix,DavidPittu,428,2010-09-23,English,5.0,7.0,469.0
Future of the Time Dragon,Tracey West,EmilyEllet,48,2021-03-02,English,,,164.0
Field Trip Fiasco,James Patterson,MichaelCrouch,225,2021-02-04,English,,,615.0
"Captain Underpants and the Big, Bad Battle of the Bionic Booger Boy, Part 2",Dav Pilkey,"LenForgione,BenD'Amico,I’keMitchell",83,2020-11-03,English,,,258.0
The Carpet People,Terry Pratchett,DavidTennant,302,2021-04-22,English,,,615.0
Clash at Fatal Fields,Devin Hunter,RamondeOcampo,133,2018-08-28,English,,,585.0
Deception on the Set,Franklin W.Dixon,TimGregory,161,2016-05-23,English,5.0,4.0,305.0
The Tale of Tom Kitten,Beatrix Potter,JoanWalker,5,2018-03-08,English,,,93.0
"20.000 Leguas de viaje submarino [20,000 Leagues Under the Sea]",Julio Verne,"AdolfoDuncan,AldoLumbía,MiguelDurán,",94,2013-03-22,Spanish,,,397.0
Dungeons & Detectives,Franklin W.Dixon,TimGregory,309,2019-10-22,English,,,305.0
A Script for Danger,Carolyn Keene,JorjeanaMarie,176,2015-09-22,English,4.5,5.0,305.0
The Battle of Bayport,Franklin W.Dixon,TimGregory,210,2016-03-07,English,5.0,6.0,305.0
Capitaine,Madamede Nanteuil,EmmanuelleLemée,482,2022-01-12,French,,,225.0
Iron Man - Rymdfantomernas invasion!,Marvel,BenjaminHagberg,63,2022-01-11,Swedish,,,65.0
City of Ghosts - Im Reich der vergessenen Geister,Victoria Schwab,Carolin-ThereseWolff,317,2022-01-10,German,,,501.0
Ariana y Arcana,Alejandro Khan,MartaAlmazán,56,2022-01-11,Spanish,,,76.0
La aventura de Amunet,Alejandro Khan,MartaAlmazán,44,2022-01-11,Spanish,,,76.0
Amigos de verdad,Alejandro Khan,MartaAlmazán,29,2022-01-11,Spanish,,,76.0
"Pan, nuestro hermano del bosque",Alejandro Khan,MartaAlmazán,51,2022-01-11,Spanish,,,76.0
PJ Masks - Vet aquí els Mini Llops!,"e One,Ana C.Alcaina Perez",RogerSerradell,11,2022-01-07,Catalan,,,38.0
Ufo in Seenot,Ulf Blanck,OliverRohrbeck,109,2022-01-12,German,,,233.0
The Chromatics Camp at The Musical Mountain,Julie Kirchhubel,DanielSmerdon,165,2022-01-03,English,,,469.0
Attack of the Shadow-Crafters,Mark Cheverton,NickWalther,389,2021-12-28,English,,,703.0
Не буду просить прощения,СофьяЛеонидовнаПрокофьева,ЛюбовьПоволоцкая,45,2021-12-30,Russian,,,99.0
Ritter Klapperschwert und die große Freundschaft,Hans-Peter Hain,Hans-PeterHain,41,2021-12-30,German,,,166.0
H@Ck - Het instituut,Mirjam Mous,"JipvandenDool,LidewijMahler",593,2021-12-29,Dutch,,,502.0
Маленький лорд Фаунтлерой,ФренсисЭлизаБёрнетт,ЛюбовьПоволоцкая,414,2021-12-30,Russian,,,99.0
Głupi Funio,Jerzy A.Wlazło,GabrielaJaskuła,98,2021-12-22,Polish,,,267.0
Un problema con alas,"Pedro Mañas,David Sierra Listón",ElenaSilva,63,2022-01-03,Spanish,,,384.0
Die Meckerpause,Annemarie Norden,CathrinBürger,55,2021-12-23,German,,,233.0
El Club de la Luna Llena,"Pedro Mañas,David Sierra Listón",ElenaSilva,71,2022-01-03,Spanish,,,384.0
Spider-Man - En samling berättelser,"Marvel,Camilla Dunér",BenjaminHagberg,60,2021-12-17,Swedish,,,65.0
Enigma en el puente del naranjo,María Menéndez-Ponte,HelenaOvalle,285,2021-12-20,Spanish,,,268.0
Penny Berry y la cripta de los olvidados,Lluís Prats,ArantxadeSarabia,392,2021-12-20,Spanish,,,307.0
Penny Berry y la pócima mágica,Lluís Prats,ArantxadeSarabia,461,2021-12-20,Spanish,,,307.0
La casa embrujada,María Menéndez-Ponte,HelenaOvalle,286,2021-12-20,Spanish,,,268.0
Lady och Lufsen,"Disney,Ann-Sofi Joskitt",LisaAhnlund,157,2021-12-15,Swedish,,,166.0
Тишина на задней парте!,"АлександрЦыпкин,АллаЛихачёва,АлександрЕгоров,","ЕленаДельвер,ИгорьСергеев,МаксимСергеев,",185,2021-12-23,Russian,,,200.0
James und die fischige Fracht / Hiro und die widerspenstigen Waggons,Burkard Miltenberger,MontyArnold,10,2021-12-14,German,,,65.0
Avengers - God Jul!,"Marvel,Maria Nilsson",JohnLalér,6,2021-12-20,Swedish,,,32.0
En busca del señor T,Beatriz Berrocal,CarlosQuintero,199,2021-12-15,Spanish,,,153.0
Avengers - TRE spektakulära äventyr!,"Marvel,Hanna Graf,Ida Johansson",BenjaminHagberg,155,2021-12-21,Swedish,,,166.0
Captain America och morgondagens armé!,Marvel,BenjaminHagberg,64,2021-12-21,Swedish,,,65.0
Superhjältarna,"Disney,Ida Johansson",BenjaminHagberg,147,2021-12-21,Swedish,,,166.0
Лесные истории,ЭдуардШим,МаксимСергеев,50,2021-12-22,Russian,,,99.0
Spider-Man - Kortslutning,Marvel,SebastianKarlsson,5,2021-12-21,Swedish,,,32.0
Перчатки Ариадны,АннаЛетягина,ЕленаДельвер,244,2021-12-23,Russian,,,200.0
The Far-Finding Ring,A.M.Luzzader,JenniferJillAraya,268,2021-12-21,English,,,469.0
When the War Came Home,Lesley Parr,MayaGrant,320,2022-01-06,English,,,493.0
Modig - Meridas önskan,"Disney,Oskar Blomberg",MalinLybeck,69,2021-12-08,Swedish,,,65.0
Il viaggio leggendario di Erick e Dominick,Dinsiem E,DinsiemE,179,2021-12-14,Italian,,,267.0
Doctor Strange - Vejen til viden,"Marvel,Brian Iskov",MathiasKlenske,6,2021-12-09,Danish,,,32.0
Pyjamasheltene - Kattedreng og den store fødselsdagskageredning,"e One,Tine S.Norbøll",MathiasKlenske,7,2021-12-09,Danish,,,32.0
Pyjamasheltene redder dagen!,"e One,Tine S.Norbøll",MathiasKlenske,34,2021-12-09,Danish,,,99.0
The Great Zombie Invasion,Mark Cheverton,NickWalther,350,2021-12-14,English,,,703.0
The Buried Crown,Ally Sherrick,CharlotteStrevens,443,2022-01-01,English,,,733.0
The Wishing Star & The North Pole Picnic,Emma Beswetherick,HayleyWareham,118,2022-01-01,English,,,573.0
Cora y los Corales,Dagmarde Mendieta,MercèMontalà,14,2021-12-02,Spanish,,,65.0
Fortidens skygger,Kenneth Bøgh Andersen,KennethBøghAndersen,188,2021-12-03,Danish,,,434.0
Racconti dall'India,Marina Iuele,MarinaIuele,142,2021-11-30,Italian,,,228.0
Piratbarn har ikke længere brug for sin sut,Annette Herzog,MartinJohs.Møller,7,2022-01-13,Danish,,,32.0
Alpaca My Bags,Jenny Goebel,SuzyJackson,385,2021-12-07,English,,,703.0
L'île du mage,Rémi Faure,Louane,284,2021-12-22,French,,,263.0
Speedy,Colin Thiele,AnnaSteen,101,2022-01-01,English,,,531.0
The Santa List,Kieran Crowley,JohnCormack,182,2021-12-01,English,,,600.0
Paradise Pirates retten Captain Scratch,Jay Spencer,StefanKaminski,126,2022-01-12,German,,,300.0
Loca por Hugo,"Federico Moccia,Rob Simeoni-traductor",LauraMonedero,137,2021-11-25,Spanish,,,384.0
Ninja Niller - Blodets Bånd: Del 4,Rune Fleischer,IbenHaaest,4,2021-11-23,Danish,,,32.0
Marvel - Den stora sagosamlingen,"Marvel,Petter Mattsson",SebastianKarlsson,101,2021-11-25,Swedish,,,99.0
Bilar 3,"Disney,Nils Wadström",BenjaminHagberg,186,2021-11-25,Swedish,,,166.0
Falcon - Fäkta eller flyga,Marvel,SebastianKarlsson,49,2021-11-25,Swedish,,,65.0
Barbie - Aventura en el espacio,"Mattel,Nicolás Olucha Sánchez",BeatrizOlcina,12,2021-11-29,Spanish,,,38.0
El misterio de la virgulina inmortal,"Roberto Santiago,Ángela Armero",IreneMirasGuillén,366,2021-11-23,Spanish,,,384.0
Ein Mädchen namens Owl,Amy Wilson,MarionvonStengel,433,2021-11-18,German,,,535.0
Antigua de Fortune of the High Seas,"Oli Hyatt,Anna Rainbow",KateMalyon,440,2021-11-17,English,,,968.0
The Smidgens,David O'Connell,CharlotteStrevens,205,2021-11-17,English,,,854.0
Revolució a la botiga d'animals,"Ana Juan,Lara Estany-traductor",CarmeAmbrós,9,2021-11-18,Catalan,,,384.0
Te regalo el mundo,"Carmen Saldaña-ilustrador,Stacey Mc Cleary",MireiaMaymíiJosa,3,2021-11-18,Spanish,,,384.0
Et regalo el món,"Carmen Saldaña-ilustrador,Stacey Mc Cleary",MireiaMaymíiJosa,3,2021-11-18,Catalan,,,384.0
Revolución en la tienda de animales,Ana Juan,CarmeAmbrós,9,2021-11-18,Spanish,,,384.0
Ribblestrop Forever!,Andy Mulligan,TomHollander,571,2022-01-04,English,,,569.0
"Это грузовик, а это прицеп",АнастасияОрлова,АнатолийБелый,49,2021-11-17,Russian,,,65.0
Страна Хороших Девочек,АннаСтаробинец,ЮлияЯблонская,93,2021-11-16,Russian,,,99.0
Записки институтки,ЛидияЧарская,НатальяРычкова,300,2021-11-22,Russian,,,99.0
Синичкин календарь,ВиталийБианки,МаринаТитова,46,2021-11-17,Russian,,,132.0
Новые правила поведения для воспитанных детей,"ГалинаПетровнаШалаева,О.М.Журавлева",ЛюбовьПоволоцкая,77,2021-11-16,Russian,,,166.0
Поллианна,ЭлионорПортер,ГригорийЕлисеев,133,2021-11-18,Russian,,,166.0
Психология окружающего мира. Дуня и кот Кисель на конюшне,"ЛарисаСуркова,ОльгаТолкачева",КсенияБржезовская,77,2021-11-17,Russian,,,233.0
Тринадцатый подвиг Геракла. Рассказы о Чике (Сборник),ФазильИскандер,ИгорьКнязев,697,2021-11-16,Russian,,,468.0
Единорог для круглой принцессы,КоллективАвторов,МаринаТитова,150,2021-11-17,Russian,,,166.0
Четыре желания,КонстантинУшинский,ЮрийЛазарев,46,2021-11-17,Russian,,,132.0
Нектар для души. Вдохновляющие истории для детей 7-10 лет,"МаринаВладимова,ФаридаКривушенкова","СеменМендельсон,ЕленаДельвер",272,2021-11-16,Russian,,,166.0
"Ага, попался!","КатяМатюшкина,КатяОковитая","СеменМендельсон,ЕленаХрусталева",141,2021-11-18,Russian,,,99.0
Васюткино озеро. Рассказы для детей,ВикторАстафьев,КонстантинКорольков,440,2021-11-16,Russian,,,200.0
Das Feuer,"Shannon Messenger,Doris Attwood",DavidNathan,1014,2021-11-30,German,,,468.0
Familie Maulwurf auf der Flucht,Sebastian Eder,BrigitteCarlsen,140,2021-12-15,German,,,367.0
Die Spiegelspringer - Im Bann der Geschichten,Mona Herbst,HannahSchepmann,398,2021-11-26,German,,,334.0
The Attack,Katherine Applegate,MacLeodAndrews,182,2022-01-04,English,,,445.0
Symbiosis,Nic Stone,AnikaNoniRose,341,2022-01-04,English,,,656.0
Stella und der Mondscheinvogel,"Catherine Fisher,Ulrike Köbele-Übersetzer",UveTeschner,250,2021-11-24,German,,,401.0
Saids Schicksale,Wilhelm Hauff,AndreasJeßing,101,2021-12-16,German,,,267.0
Surviving Jamestown,Gail Langer Karwoski,AndrewFallaize,373,2022-01-11,English,,,866.0
¡Sálvese quien pueda!,Jordi Sierrai Fabra,AnetaFernández,167,2021-12-01,Spanish,,,192.0
Cuentos locos para niños inteligentes,Jordi Sierrai Fabra,RamónRomero,127,2021-12-01,Spanish,,,192.0
Wednesday: The Forest of Secrets,Ralph Lazar,"RiverDeFilippis,ChristineMarshall,LanceRogerAxt",61,2021-12-16,English,,,445.0
Ronan Boyle into the Strangeplace,Thomas Lennon,ThomasLennon,333,2021-11-16,English,,,703.0
Girl Giant and the Jade War,Van Hoang,KimMaiGuest,529,2021-12-07,English,,,1256.0
Kidnapped Colt,Terri Farley,NatalieBudig,242,2021-12-14,English,,,398.0
Cómo como,Emili Teixidor,NuriaSamsó,10,2020-08-18,Spanish,,,32.0
Der Zeitring,Stefanie Sieland,JohannesThielen,124,2021-12-09,German,,,334.0
Ivy & Bean Bound to Be Bad (Book 5),Annie Barrows,HallieRicardo,73,2022-01-04,English,,,500.0
Ivy & Bean Take Care of the Babysitter (Book 4),Annie Barrows,HallieRicardo,71,2022-01-04,English,,,500.0
Ivy & Bean Break the Fossil Record (Book 3),Annie Barrows,HallieRicardo,68,2022-01-04,English,,,500.0
Moonrise,Terri Farley,NatalieBudig,207,2021-11-23,English,,,398.0
Vega Jane and the End of Time,David Baldacci,KatySobey,551,2022-01-06,English,,,323.0
The Suspicion,Katherine Applegate,SisiAishaJohnson,187,2021-12-07,English,,,586.0
The Pretender,Katherine Applegate,MichaelCrouch,203,2021-12-07,English,,,492.0
