name,author,narrator,duration_minutes,release_date,language,star_rating,num_ratings,price_inr
What Bees Want,"Susan Knilans,Jacqueline Freeman",PetreaBurchard,329,2022-02-22,English,,,586.0
Can Fish Count?,Brian Butterworth,BrianButterworth,605,2022-03-03,English,,,835.0
The Systems Thinker: Analytical Skills,Albert Rutherford,RussellNewton,158,2019-08-14,English,,,233.0
Der Codebreaker,"Walter Isaacson,Michael Müller-Übersetzer",MarlenUlonska,1136,2022-03-29,German,,,904.0
Quantum Space,Jim Baggott,NigelPatterson,616,2019-07-24,English,,,703.0
The Neuroscience of Peak Performance,David Krueger MD,DavidKruegerMD,38,2021-06-02,English,,,233.0
Flying High,Seeker,"TraceDominguez,MarenHunsberger,JulianHuguet",61,2021-05-25,English,,,117.0
What Is Life?,Paul Nurse,PaulNurse,307,2020-09-04,English,4.5,5.0,645.0
Small Bodies of Water,Nina Mingya Powles,NinaMingyaPowles,363,2021-08-05,English,,,797.0
The Invisible Universe,Matthew Bothwell,MatthewBothwell,606,2021-11-11,English,,,539.0
Human Anatomy & Physiology - Part 2,"Denson KMc Lain,Ann EPratt,David GGantt","AmyBruce,PatBottino",187,2019-12-27,English,5.0,4.0,469.0
Jungle,Patrick Roberts,LeightonPugh,760,2021-07-01,English,,,888.0
Don't Die in Autumn,Eric Dempsey,EricDempsey,619,2021-05-01,English,,,1063.0
1万人の脳を見た名医が教える すごい左利き 「選ばれた才能」を120%活かす方法,加藤俊徳,岩瀬遼平,168,2022-02-25,Japanese,,,391.0
The Lost Sounds,"Robert Macfarlane,Jackie Morris,Chris Watson",RobertMacfarlane,280,2022-01-27,English,,,615.0
Weather for Dummies (2nd Edition),John D.Cox,JonathanYen,881,2021-11-30,English,,,703.0
The Seeker Under the Influence Collection,Seeker,"TraceDominguez,ChastityVicencio,CrystalDilworth,",172,2022-01-03,English,,,47.0
The World Is Blue,"Sylvia A.Earle,Bill Mc Kibben-foreword",ShereeWichard,524,2021-12-21,English,,,586.0
Destination Mars,Andrew May,KrisDyer,310,2021-11-25,English,,,569.0
The Pyrocene,Stephen J.Pyne,AdamBarr,325,2021-12-07,English,,,1005.0
Of Sound Mind,Nina Kraus,ElizabethWiley,566,2021-09-28,English,,,703.0
Brains Through Time,"Georg F.Striedter,R.Glenn Northcutt",TomPerkins,969,2020-10-13,English,,,703.0
Breaking Boundaries,"Owen Gaffney,Johan Rockström",MattAddis,626,2021-05-06,English,,,888.0
Half Lives,Lucy Jane Santos,DeirdreWhelan,457,2021-07-06,English,,,820.0
Birdpedia,Christopher W.Leahy,P.J.Ochlan,459,2021-07-06,English,,,586.0
Woodston,John Lewis-Stempel,LeightonPugh,503,2021-07-01,English,,,888.0
The New Climate War,Michael E.Mann,TimCampbell,588,2021-01-12,English,5.0,6.0,500.0
A Briefer History of Time,Stephen Hawking,ErikDavies,260,2006-03-17,English,4.5,11.0,615.0
Quantum Physics,Michael G.Raymer,SeanRunnette,557,2018-12-28,English,4.0,3.0,586.0
Black Holes,Scientific American,AlexBoyles,336,2021-07-06,English,,,702.0
Cosmosapiens,John Hands,GildartJackson,1871,2016-02-16,English,,,1288.0
The Physics of Climate Change,Lawrence M.Krauss,LawrenceKrauss,260,2021-03-04,English,,,645.0
"Salt, Sugar, Fat",Michael Moss,ScottBrick,874,2014-10-02,English,4.5,10.0,820.0
Ant Architecture,Walter R.Tschinkel,TomPerkins,376,2021-06-22,English,,,938.0
What's Wrong with You?,Dr Sarah Holper,RupertDegas,582,2021-06-30,English,,,645.0
Kald mig kun en tåbe,Dagmar Nielsen,GerdaAndersen,148,2022-02-02,Danish,,,233.0
Guida quantistica per anticonformisti,Gabriella Greison,GabriellaGreison,369,2022-02-11,Italian,,,305.0
Planetary Systems,Raymond T.Pierrehumbert,MikeCooper,256,2022-02-02,English,,,469.0
This Way to the Universe,Michael Dine,MichaelDine,535,2022-02-03,English,,,888.0
"Graceland, At Last",Margaret Renkl,JoyceBean,476,2022-02-08,English,,,844.0
Ambiente - Clima lluvioso,Rasmus Broe,RasmusBroe,269,2022-02-09,Spanish,,,230.0
Ambiente - La chimenea,Rasmus Broe,RasmusBroe,269,2022-02-09,Spanish,,,192.0
A (Very) Short History of Life on Earth,Henry Gee,HenryGee,467,2021-09-16,English,,,323.0
Breakthrough,Marcus Chown,MarcusChown,563,2021-08-04,English,,,1025.0
Fire and Ice,Natalie Starkey,NatalieStarkey,586,2021-09-30,English,,,1025.0
Abundance,Karen Lloyd,VerityHenry,596,2021-09-30,English,,,1025.0
Flashes of Creation,Paul Halpern,DavidStifel,589,2021-08-17,English,,,500.0
Black Hole Survival Guide,Janna Levin,JannaLevin,159,2020-11-12,English,,,888.0
A Place Like No Other,"Anthony R.E.Sinclair,RenéBeyers-contributor",ShaunGrindell,458,2021-10-19,English,,,703.0
Imponderables,David Feldman,"FeodorChin,ErinBennett",1039,2021-09-15,English,,,1003.0
Thicker than Water,Erica Cirino,AngieKane,431,2021-10-13,English,,,1172.0
Revelations in Air,Jude Stewart,GabraZackman,499,2021-10-26,English,,,879.0
Turtle Planet,Yun Rou,AlmondEastland,472,2021-07-13,English,,,398.0
Black Holes and Baby Universes and Other Essays,Stephen Hawking,SimonPrebble,267,1999-12-15,English,,,753.0
Life Unfolding,Jamie A.Davies,NapoleonRyan,596,2015-02-10,English,,,668.0
Relativity of Einstein,Albert Einstein,JasonMcCoy,170,2010-02-03,English,,,352.0
Silent Spring,Rachel Carson,SusieBerneis,643,2018-11-27,English,5.0,10.0,1172.0
An Earthling's Guide to Outer Space,Bob Mc Donald,BobMcDonald,325,2020-02-18,English,,,469.0
Losing Eden,Lucy Jones,LucyJones,417,2021-02-25,English,,,888.0
Why Does E=MC2 and Why Should We Care,"Brian Cox,Jeff Forshaw",JeffForshaw,423,2011-03-21,English,,,569.0
A Tour of the Calculus,David Berlinski,DennisHolland,603,2013-12-16,English,,,501.0
In Defense of Plants,Matt Candeias Ph D,MatthewBoston,376,2021-02-23,English,,,586.0
The Cambridge Lectures,Stephen Hawking,StephenHawking,235,2017-10-16,English,5.0,2.0,585.0
Still Water,John Lewis-Stempel,LeightonPugh,375,2019-03-14,English,,,683.0
Three Roads to Quantum Gravity,Lee Smolin,L.J.Ganser,519,2018-09-24,English,5.0,2.0,820.0
Entanglement,Amir D.Aczel,HenryLeyva,376,2002-09-20,English,,,668.0
The Copernicus Complex,Caleb Scharf,CalebScharf,542,2014-09-09,English,,,134.0
The Astronomy Book,DK,ThomasJudd,878,2020-01-23,English,5.0,2.0,888.0
"The Descent of Man, and Selection in Relation to Sex",Charles Darwin,PeterWickham,1643,2020-11-20,English,,,1477.0
The Wild Life of Our Bodies,Rob Dunn,DavidStifel,623,2020-03-17,English,,,703.0
Altered States of Consciousness,"Marc Wittmann,Philippa Hurd-translator",GrahamRowat,251,2019-02-26,English,,,837.0
Silent Spring,Rachel Carson,KaiulaniLee,636,2007-01-26,English,5.0,3.0,1054.0
The Elements of Thinking in Systems,Albert Rutherford,RussellNewton,242,2019-02-13,English,,,501.0
The Genius of Birds,Jennifer Ackerman,PatienceTomlinson,671,2016-11-01,English,,,812.0
Human Anatomy & Physiology - Part 1,"Denson KMc Lain,David GGantt","AmyBruce,AmandaHenkel",187,2019-12-23,English,,,469.0
Rethinking Consciousness,Michael S.A.Graziano,DaviddeVries,389,2019-09-17,English,,,586.0
Some Assembly Required,Neil Shubin,MarcCashman,448,2020-03-17,English,4.0,4.0,1005.0
The Brain's Way of Healing,Norman Doidge,GeorgeNewbern,887,2015-03-30,English,5.0,5.0,930.0
La religion écologiste,Christian Gerondeau,VictorVestia,477,2022-01-13,French,,,755.0
Biologie für Anfänger,Malinde Bachmann,CelinaBender,119,2022-01-12,German,,,367.0
Mensajeros cósmicos,Luis Ruizde Gopegui,ArturoLopez,463,2022-01-11,Spanish,,,307.0
Una historia del universo en 100 estrellas,"Florian Freistetter,María JoséDíez Pérez-traductor",DiegoNarrator,446,2022-01-10,Spanish,,,192.0
Die Pharma-Falle,Dr.Fahmy Aboulenein,MarkusPol,284,2022-01-05,German,,,267.0
Es existiert,Johannes Huber,ChristophHackenberg,284,2022-01-05,German,,,334.0
Einfach Hawking!,Rüdiger Vaas,DanielPokladek,213,2022-01-13,German,,,367.0
Imkern lernen für Einsteiger - Bienen halten Step by Step,Frank Schmidt,CelinaBender,82,2022-01-03,German,,,300.0
Het universum is een klootzak,Adriaanter Braack,LykeleMuus,435,2021-12-29,Dutch,,,502.0
Geflochtenes Süßgras. Die Weisheit der Pflanzen,Robin Wall Kimmerer,EvaMattes,1100,2021-12-29,German,,,568.0
Reef Life,Callum Roberts,AntonyFerguson,731,2021-12-21,English,,,657.0
Time,Jennan Ismael,KateZane,214,2022-01-02,English,,,469.0
A Primer of Life Histories,Jeffrey A.Hutchings,MikeCooper,427,2021-12-28,English,,,586.0
Eine (sehr) kurze Geschichte des Lebens,"Henry Gee,Alexander Weber",MarlenUlonska,393,2021-12-14,German,,,635.0
Horizonte,Barry Lopez,BorjaPeñaHernando,1457,2021-12-15,Spanish,,,1190.0
The Graphene Revolution,Brian Clegg,AlisterAustin,233,2022-01-06,English,,,569.0
L'apiculture pour les débutants,Animal World,ThibaudAuere,175,2021-12-09,French,,,367.0
Earth in Upheaval,Immanuel Velikovsky,JamieRenell,547,2021-12-17,English,,,586.0
The Ecology of Everyday Things,Mark Everard,DavidVickery,405,2021-12-17,English,,,586.0
Plastic Soup Surfer,Merijn Tinga,MerjinTinga,456,2021-12-10,Dutch,,,267.0
Time on Rock,Anna Fleming,AnnaFleming,476,2022-01-06,English,,,949.0
Pensa come un* scienziat*,Massimo Polidoro,MassimoPolidoro,224,2021-12-01,Italian,,,420.0
重力とは何か　アインシュタインから超弦理論へ、宇宙の謎に迫る,大栗博司,海老塚久蔵,489,2022-03-11,Japanese,,,837.0
Dyr omkring mig,Bent Jørgensen,BentJørgensen,387,2021-11-25,Danish,,,300.0
Danske slanger,Jørgen Liljensøe,ThomasJacobClausen,191,2021-11-26,Danish,,,233.0
Birdsville Track Audio Tour,Jackie Stallard,JackieStallard,190,2021-11-30,English,,,40.0
El cuerpo humano,"Bill Bryson,Francisco J.Ramos Mena-traductor",GerardoQuiroz,1034,2021-11-23,Spanish,,,1074.0
Nessuno è troppo piccolo per fare la differenza,Greta Thunberg,ElisaGiorgio,92,2021-11-17,Italian,,,420.0
Rebalancing Our Climate,Eelco J.Rohling,JamieJackson,685,2021-11-16,English,,,938.0
Swamplands,Edward Struzik,ChristopherGrove,636,2021-11-23,English,,,586.0
Under the Stars,Matt Gaw,LukeWright,236,2021-12-08,English,,,664.0
Voyage au cœur de l'espace-temps,"Stéphane D'Ascoli,Arthur Touati",FrançoisDelaive,276,2021-11-18,French,,,452.0
Fake Invisible Catastrophes and Threats of Doom,Dr.Patrick Moore,AmyL.Strayer,361,2021-04-30,English,,,668.0
2011年3月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",27,2018-05-16,Japanese,,,139.0
2013年11月2週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",36,2018-05-15,Japanese,,,139.0
2014年6月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",36,2018-05-15,Japanese,,,139.0
2010年4月4週目 ヴォイニッチの科学書　　,"中西貴之,BJ","中西貴之,BJ",39,2018-05-16,Japanese,,,139.0
ヴォイニッチの科学書　有料版　2009年10月1週目,"中西貴之,BJ","中西貴之,BJ",30,2015-05-26,Japanese,,,139.0
2014年9月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",38,2018-05-16,Japanese,,,139.0
2014年1月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",54,2018-05-16,Japanese,,,139.0
2014年3月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",33,2018-05-16,Japanese,,,139.0
2013年1月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",37,2018-05-16,Japanese,,,139.0
2014年2月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",47,2015-06-05,Japanese,,,139.0
2010年6月 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",152,2015-06-11,Japanese,,,558.0
2011年12月2週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",35,2018-05-15,Japanese,,,139.0
2014年9月4週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",25,2018-05-16,Japanese,,,139.0
2009年5月2週目 ヴォイニッチの科学書　,"中西貴之,BJ","中西貴之,BJ",23,2015-05-26,Japanese,,,139.0
2010年3月4週目 ヴォイニッチの科学書　　,"中西貴之,BJ","中西貴之,BJ",30,2018-05-16,Japanese,,,139.0
2014年5月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",31,2018-05-16,Japanese,,,139.0
2012年3月4週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",28,2015-05-25,Japanese,,,139.0
2013年4月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",34,2015-05-25,Japanese,,,139.0
2012年1月4週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",37,2018-05-16,Japanese,,,139.0
2011年2月2週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",24,2018-05-16,Japanese,,,139.0
2013年7月 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",124,2018-05-16,Japanese,,,558.0
2010年12月4週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",27,2018-05-16,Japanese,,,139.0
2010年1月4週目 ヴォイニッチの科学書　　,"中西貴之,BJ","中西貴之,BJ",24,2018-05-16,Japanese,,,139.0
ヴォイニッチの科学書　有料版　2013年8月4週目,"中西貴之,BJ","中西貴之,BJ",34,2015-05-25,Japanese,,,139.0
2011年1月2週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",31,2018-05-16,Japanese,,,139.0
2013年10月4週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",39,2018-05-16,Japanese,,,139.0
2012年8月4週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",38,2018-05-16,Japanese,,,139.0
2010年12月2週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",31,2018-05-16,Japanese,,,139.0
2013年2月 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",144,2015-06-11,Japanese,,,558.0
2011年7月2週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",36,2018-05-16,Japanese,,,139.0
2014年6月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",38,2018-05-16,Japanese,,,139.0
2010年5月3週目 ヴォイニッチの科学書　　,"中西貴之,BJ","中西貴之,BJ",30,2015-06-09,Japanese,,,139.0
ヴォイニッチの科学書　有料版　2009年8月4週目,"中西貴之,BJ","中西貴之,BJ",36,2015-05-26,Japanese,,,139.0
2013年12月2週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",42,2018-05-16,Japanese,,,139.0
2012年12月4週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",26,2015-05-25,Japanese,,,139.0
2010年7月4週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",23,2015-11-27,Japanese,,,139.0
2011年8月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",33,2018-05-15,Japanese,,,139.0
2012年1月2週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",27,2015-05-25,Japanese,,,139.0
2010年10月 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",166,2015-06-11,Japanese,,,558.0
2009年12月4週目 ヴォイニッチの科学書　　,"中西貴之,BJ","中西貴之,BJ",29,2015-05-26,Japanese,,,139.0
2011年7月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",25,2018-05-16,Japanese,,,139.0
2012年2月2週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",37,2015-05-25,Japanese,,,139.0
2011年3月4週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",25,2018-05-16,Japanese,,,139.0
2011年6月4週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",31,2018-05-16,Japanese,,,139.0
2013年11月4週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",26,2015-05-25,Japanese,,,139.0
2010年4月 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",148,2015-06-11,Japanese,,,558.0
2010年10月2週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",38,2018-05-15,Japanese,,,139.0
2012年4月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",29,2015-05-25,Japanese,,,139.0
2012年8月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",34,2015-05-25,Japanese,,,139.0
2012年10月2週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",32,2015-05-25,Japanese,,,139.0
2013年9月2週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",39,2018-05-16,Japanese,,,139.0
2012年1月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",32,2015-05-25,Japanese,,,139.0
ヴォイニッチの科学書　有料版　2009年10月3週目,"中西貴之,BJ","中西貴之,BJ",29,2015-05-26,Japanese,,,139.0
2011年3月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",38,2018-05-16,Japanese,,,139.0
ヴォイニッチの科学書　有料版　2009年7月2週目,"中西貴之,BJ","中西貴之,BJ",38,2015-05-26,Japanese,,,139.0
2011年1月4週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",27,2018-05-16,Japanese,,,139.0
2014年6月2週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",38,2018-05-16,Japanese,,,139.0
2013年1月2週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",30,2015-05-25,Japanese,,,139.0
ヴォイニッチの科学書　有料版　2013年1月4週目,"中西貴之,BJ","中西貴之,BJ",36,2015-05-25,Japanese,,,139.0
2010年3月1週目 ヴォイニッチの科学書　　,"中西貴之,BJ","中西貴之,BJ",30,2018-05-16,Japanese,,,139.0
2010年8月 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",114,2015-06-11,Japanese,,,279.0
2012年12月2週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",29,2018-05-16,Japanese,,,139.0
2010年2月1週目 ヴォイニッチの科学書　　,"中西貴之,BJ","中西貴之,BJ",35,2018-05-16,Japanese,,,139.0
2012年11月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",37,2015-05-25,Japanese,,,139.0
2014年9月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",26,2018-05-16,Japanese,,,139.0
ヴォイニッチの科学書　有料版　2010年6月3週目,"中西貴之,BJ","中西貴之,BJ",34,2015-06-09,Japanese,,,139.0
2013年10月2週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",30,2018-05-15,Japanese,,,139.0
2014年4月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",33,2018-05-15,Japanese,,,139.0
2011年7月4週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",40,2018-05-16,Japanese,,,139.0
2011年4月2週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",28,2018-05-16,Japanese,,,139.0
2012年7月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",39,2015-05-25,Japanese,,,139.0
2011年10月4週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",27,2018-05-16,Japanese,,,139.0
2012年2月 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",143,2015-06-11,Japanese,,,558.0
2009年12月3週目 ヴォイニッチの科学書　　,"中西貴之,BJ","中西貴之,BJ",35,2015-05-26,Japanese,,,139.0
2012年2月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",32,2018-05-15,Japanese,,,139.0
2014年4月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",38,2018-05-16,Japanese,,,139.0
2010年1月2週目 ヴォイニッチの科学書　　,"中西貴之,BJ","中西貴之,BJ",27,2018-05-16,Japanese,,,139.0
ヴォイニッチの科学書　有料版　2009年8月3週目,"中西貴之,BJ","中西貴之,BJ",32,2015-05-26,Japanese,,,139.0
2014年6月 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",144,2018-05-16,Japanese,,,558.0
2010年10月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",28,2018-05-16,Japanese,,,139.0
2011年4月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",31,2018-05-16,Japanese,,,139.0
2014年3月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",26,2018-05-16,Japanese,,,139.0
2012年10月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",42,2015-05-25,Japanese,,,139.0
2010年11月2週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",35,2018-05-16,Japanese,,,139.0
2012年7月 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",134,2015-06-11,Japanese,,,558.0
2013年10月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",43,2015-05-25,Japanese,,,139.0
2011年1月 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",147,2015-06-11,Japanese,,,558.0
2014年3月 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",161,2018-05-16,Japanese,,,558.0
2013年3月4週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",33,2015-05-25,Japanese,,,139.0
2014年8月2週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",24,2018-05-16,Japanese,,,139.0
2009年6月3週目 ヴォイニッチの科学書　　,"中西貴之,BJ","中西貴之,BJ",24,2015-05-26,Japanese,,,139.0
2010年12月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",43,2018-05-16,Japanese,,,139.0
ヴォイニッチの科学書　有料版　2010年1月3週目,"中西貴之,BJ","中西貴之,BJ",24,2018-05-16,Japanese,,,139.0
2014年4月2週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",34,2018-05-16,Japanese,,,139.0
2009年12月 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",129,2015-06-11,Japanese,,,558.0
2010年12月 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",136,2015-06-11,Japanese,,,558.0
2010年2月4週目 ヴォイニッチの科学書　　,"中西貴之,BJ","中西貴之,BJ",27,2018-05-15,Japanese,,,139.0
2012年7月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",37,2015-05-25,Japanese,,,139.0
2012年4月 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",141,2015-06-11,Japanese,,,558.0
2013年5月2週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",29,2015-05-25,Japanese,,,139.0
ヴォイニッチの科学書　有料版　2009年7月4週目,"中西貴之,BJ","中西貴之,BJ",35,2015-05-26,Japanese,,,139.0
2014年2月 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",123,2018-05-16,Japanese,,,558.0
2013年10月 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",146,2018-05-16,Japanese,,,558.0
2012年7月2週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",25,2015-05-25,Japanese,,,139.0
2010年4月2週目 ヴォイニッチの科学書　　,"中西貴之,BJ","中西貴之,BJ",36,2018-05-16,Japanese,,,139.0
2014年7月4週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",39,2018-05-15,Japanese,,,139.0
ヴォイニッチの科学書　有料版　2014年3月4週目,"中西貴之,BJ","中西貴之,BJ",35,2018-05-16,Japanese,,,139.0
ヴォイニッチの科学書　有料版　2009年10月2週目,"中西貴之,BJ","中西貴之,BJ",29,2015-05-26,Japanese,,,139.0
2014年8月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",11,2018-05-15,Japanese,,,139.0
2009年5月4週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",33,2015-05-26,Japanese,,,139.0
ヴォイニッチの科学書　有料版　2009年11月1週目,"中西貴之,BJ","中西貴之,BJ",32,2015-05-26,Japanese,,,139.0
2010年9月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",32,2018-05-16,Japanese,,,139.0
2014年5月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",33,2018-05-16,Japanese,,,139.0
2010年4月3週目 ヴォイニッチの科学書　　,"中西貴之,BJ","中西貴之,BJ",31,2018-05-16,Japanese,,,139.0
2013年11月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",36,2015-05-25,Japanese,,,139.0
2011年5月 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",135,2018-05-16,Japanese,,,558.0
2012年11月 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",162,2015-06-11,Japanese,,,558.0
2011年4月 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",112,2015-06-11,Japanese,,,279.0
ヴォイニッチの科学書　有料版　2009年10月4週目,"中西貴之,BJ","中西貴之,BJ",32,2015-05-26,Japanese,,,139.0
ヴォイニッチの科学書　有料版　2013年4月2週目,"中西貴之,BJ","中西貴之,BJ",27,2015-05-25,Japanese,,,139.0
2010年5月2週目 ヴォイニッチの科学書　　,"中西貴之,BJ","中西貴之,BJ",36,2018-05-16,Japanese,,,139.0
2010年2月3週目 ヴォイニッチの科学書　　,"中西貴之,BJ","中西貴之,BJ",23,2018-05-16,Japanese,,,139.0
2010年8月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",26,2018-05-16,Japanese,,,139.0
2012年5月2週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",64,2015-05-25,Japanese,,,279.0
ヴォイニッチの科学書　有料版　2011年11月,"中西貴之,BJ","中西貴之,BJ",110,2015-06-11,Japanese,,,279.0
2014年8月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",33,2018-05-16,Japanese,,,139.0
2010年1月 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",139,2015-06-11,Japanese,,,558.0
2014年7月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",39,2018-05-16,Japanese,,,139.0
2009年6月2週目 ヴォイニッチの科学書　　,"中西貴之,BJ","中西貴之,BJ",39,2015-05-26,Japanese,,,139.0
2012年12月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",38,2015-05-25,Japanese,,,139.0
2009年6月1週目 ヴォイニッチの科学書　　,"中西貴之,BJ","中西貴之,BJ",33,2015-05-26,Japanese,,,139.0
2012年9月4週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",36,2015-05-25,Japanese,,,139.0
2013年12月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",37,2015-05-25,Japanese,,,139.0
2012年1月 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",126,2015-06-11,Japanese,,,558.0
